assay,cellType,dataSubtype,dataType,diagnosis,individualID,individualIdSource,isCellLine,isMultiIndividual,isMultiSpecimen,isPrimaryCell,organ,platform,sex,species,specimenID,specimenIdSource,tissue,cellSubType,experimentalCondition,experimentalTimePoint,genePerturbationTechnology,genePerturbationType,genePerturbed,modelSystem,timePointUnit,transplantationDonorSpecies,transplantationDonorTissue,transplantationRecipientTissue,transplantationType,tumorType,consortium,fileFormat,fundingAgency,resourceType,nf1Genotype,nf2Genotype,study,id,name,studyId,studyName,reportMilestone,readPair,compoundDose,compoundDoseUnit,compoundDoseRange,compoundName,drugScreenType,secondCompoundName,analysisType,isStranded,libraryPrep,readLength,readPairOrientation,readStrandOrigin,multipleTestingAdjustmentMethod,differentialExpressionMethod,alignmentMethod,runType,transcriptQuantificationMethod,dataFileHandleId,chemicalStructure,structureType,createdOn,isModelSystem,modelSystemName,createdBy,etag,type,currentVersion,parentId,benefactorId,projectId,modifiedOn,modifiedBy,age,sciDataRelease,accessTeam,modelOf,accessType,libraryPreparationMethod,fileType,age_months,disease,sampleIdentifier,tissueType,dataFileSizeBytes,dataFileMD5Hex,Filename,assayTarget,eTag,entityId,experimentalTimepoint,cellLineMetadataSynId,individualMetadataSynId,specimenMetadataSynId,isGenomewideNetwork,bodyPart,dissociationMethod,failedQC,filename,isXenograft,nucleicAcidSource,compoundId,organism,caseNumber,dob,dod,experimentalTimePointUnit,sampleID,secondCompoundDose,secondCompoundDoseUnit,studySite,initiative,channel,histology,grade,isMultiSample,cellLine,cellLineSource,isPairedEnd,detailed_diagnosis,file,tissueID,chemicalDataType,chemicalDatabase,fingerprintType,inputDataType,outputDataType,softwareAuthor,softwareLanguage,softwareLanguageVersion,softwareName,softwareRepository,softwareRepositoryType,softwareType,softwareVersion,structureFormat,experimentNumber,experimenter,specimenId,individualId,modelSystemStrainNomenclature,transplantationRecipientSpecies,experimentId,proteinExtractSource
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample5,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346088,PT2.5.SOX10.20X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,"",image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample5,,,,"",,,,,,,,,,,"",,tif,NTAP,experimentalData,"","",3D Models of cNFs,syn18346090,PT2.5.SOX10.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample4,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346092,PT2.4.CD34.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample4,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346093,PT2.4.CD56.20X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample4,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346095,PT2.4.CD56.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample4,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346096,PT2.4.S100.20X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample4,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346097,PT2.4.S100.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample4,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346098,PT2.4.SOX10.20X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample4,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346099,PT2.4.SOX10.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample4,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346100,PT2.4.SOX2.20X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample4,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346101,PT2.4.SOX2.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample3,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346103,PT.2.3.CD34.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample3,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346105,PT2.3.S00.20X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample3,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346106,PT2.3.S100.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample3,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346107,PT2.3.SOX10.20X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample3,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346109,PT2.3.SOX10.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample2,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346111,PT.2.2.S100.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample2,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346112,PT2.2.CD34.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample2,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346114,PT2.2.SOX10.20X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample2,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346115,PT2.2.SOX10.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample2,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346116,PT2.2.SOX2.20X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample2,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346118,PT2.2.SOX2.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample12,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346120,PT2.12.CD34.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample12,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346122,PT2.12.S100.20X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample12,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346123,PT2.12.S100.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample12,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346125,PT2.12.SOX10.20X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample12,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346127,PT2.12.SOX10.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample12,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346128,PT2.12.SOX2.20X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample12,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346131,PT2.12.SOX2.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample11,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346135,PT2.11.CD34.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample11,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346136,PT2.11.S100.20X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample11,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346139,PT2.11.S100.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample11,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346140,PT2.11.SOX10.20X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample11,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346141,PT2.11.SOX10.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample11,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346142,PT2.11.SOX2.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample10,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346144,PT2.10.CD34.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample10,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346145,PT2.10.S100.20X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample10,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346146,PT2.10.S100.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample10,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346147,PT2.10.SOX10.20X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample10,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346148,PT2.10.SOX10.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample10,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346149,PT2.10.SOX2.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample1,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346151,PT.2.1.CD34.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample1,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346152,PT2.1.S100.20X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample1,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346153,PT2.1.S100.40X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immunohistochemistry,,raw,image,Neurofibromatosis type 1,patient2,,,,,,"",,female,Homo sapiens,patient2sample1,,,,"",,,,,,,,,,,Cutaneous Neurofibroma,,tif,NTAP,experimentalData,-/-,"",3D Models of cNFs,syn18346154,PT2.1.SOX2.20X.tif,syn11374354,A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
